ZipCode,CAAGI,Population,CAAGI_per_capita
95693,403924494,7549,53507.020002649355
95694,365613990,9629,37970.08931353204
95695,1125149838,38956,28882.58132251771
95697,18146107,396,45823.50252525252
95698,9363002,213,43957.7558685446
95699,3615709,175,20661.194285714286
95701,30548616,986,30982.369168357
95703,66271207,1943,34107.672156459084
95709,217616138,4874,44648.366434140335
95713,262422286,9156,28661.237003058104
95714,11798104,360,32772.51111111111
95715,3359121,98,34276.744897959186
95717,7467654,243,30731.086419753086
95720,2656045,133,19970.263157894737
95722,289808025,4682,61898.33938487826
95726,251200267,8985,27957.737006121315
95728,35494999,457,77669.58205689277
95735,3316286,87,38118.22988505747
95736,39174583,339,115559.2418879056
95742,736598350,16260,45301.251537515374
95746,2357994240,22166,106378.87936479293
95747,3462482070,75019,46154.73506711633
95757,1982278278,55257,35873.79477713231
95758,2120582754,64517,32868.58896104903
95762,3801900266,47354,80286.78181357436
95765,2068886897,43120,47979.75178571429
95776,858736936,26612,32268.786111528632
95811,354339244,12463,28431.296156623604
95814,320071447,12208,26218.17226408912
95815,398907159,27838,14329.591170342697
95816,978157033,18606,52572.12904439428
95817,400002013,14270,28030.97498248073
95818,1175296880,22375,52527.23486033519
95819,1221129981,20812,58674.32159331155
95820,770920623,36848,20921.640876031262
95821,940531114,39310,23926.00137369626
95822,1211372359,45215,26791.38248368904
95823,1310384011,81212,16135.34959119342
95824,427776396,31524,13569.86410354016
95825,852452173,36081,23626.06837393642
95826,1060245137,39902,26571.22793343692
95827,541610827,21566,25114.106788463323
95828,1156706648,63116,18326.678623486914
95829,1066747073,32123,33208.202004794075
95830,45021701,1015,44356.35566502463
95831,1853668168,43099,43009.540082136475
95832,187014519,11930,15675.986504610226
95833,1033897454,40195,25722.041398183854
95834,1149109365,35617,32262.946486228488
95835,1508385857,41399,36435.32107055726
95837,22290984,242,92111.5041322314
95838,674083107,41340,16305.832293178519
95841,428768738,21873,19602.648836465047
95842,631172645,34196,18457.499268920343
95843,1222533715,48234,25345.891176348632
95864,1972666851,24249,81350.4412965483
95901,648763325,35840,18101.6552734375
95903,8085835,2412,3352.3362354892206
95910,719698,64,11245.28125
95912,179883510,4942,36398.92958316471
95913,11998476,369,32516.19512195122
95914,17368137,693,25062.246753246753
95916,8159570,1680,4856.886904761905
95917,78461280,3264,24038.382352941175
95919,20285626,1411,14376.772501771793
95920,7156445,267,26803.16479400749
95922,8287155,666,12443.175675675675
95923,2248928,53,42432.6037735849
95925,5128886,281,18252.26334519573
95926,940924420,41259,22805.31326498461
95928,1124311677,38378,29295.73393610923
95930,3433472,253,13571.03557312253
95932,199080526,7832,25418.86184882533
95934,4963055,322,15413.214285714286
95935,11274154,750,15032.205333333333
95936,9298475,361,25757.548476454293
95937,31891441,1554,20522.162805662807
95938,182964405,3740,48920.963903743315
95939,6131740,545,11250.899082568807
95941,6198453,480,12913.44375
95942,43239843,1576,27436.448604060915
95943,38210776,774,49367.927648578814
95944,774513,45,17211.4
95945,699026590,26302,26576.93673484906
95946,368641351,9964,36997.32547169811
95947,33663771,1583,21265.80606443462
95948,258537038,11603,22281.91312591571
95949,703457628,20720,33950.65772200772
95950,8659526,413,20967.375302663437
95951,77885342,2385,32656.32788259958
95953,223814282,11357,19707.165800827683
95954,126523733,8556,14787.72007947639
95955,50000593,1403,35638.34141126158
95956,8878716,458,19385.842794759825
95957,16182858,669,24189.62331838565
95958,1910754,45,42461.2
95959,685026964,18621,36787.87197250416
95960,18245109,762,23943.712598425198
95961,613719697,30717,19979.805872969366
95962,34619969,1316,26306.967325227964
95963,343529791,16250,21140.29483076923
95965,332076786,21548,15411.025895674773
95966,576145916,31591,18237.65996644614
95968,31675372,1512,20949.320105820105
95969,160675840,5710,28139.3765323993
95970,20013998,535,37409.34205607477
95971,170267687,5672,30018.98571932299
95972,2942759,84,35032.84523809524
95973,1250105869,39609,31561.157035017295
95974,16906323,142,119058.61267605633
95975,43917089,1702,25803.225029377205
95977,37305016,1797,20759.608235948803
95978,2937698,137,21443.05109489051
95979,7723616,519,14881.726396917149
95981,483795,191,2532.9581151832463
95982,115709798,3283,35245.14102954615
95983,10070544,401,25113.576059850373
95984,1325397,139,9535.230215827338
95986,1485157,121,12274.02479338843
95987,142991385,6270,22805.643540669855
95988,205319373,8842,23220.919814521603
95991,811184759,43345,18714.60973584035
95993,1083368211,37783,28673.430140539396
96001,993544768,33914,29296.00660494191
96002,813737541,35158,23145.160162694123
96003,1129339659,45185,24993.685050348566
96006,9437651,473,19952.750528541226
96007,461350934,24056,19178.206434985033
96008,51724130,1237,41814.17138237672
96009,12160664,481,25282.045738045737
96010,1431435,154,9295.032467532468
96011,1322041,148,8932.70945945946
96013,79506630,4020,19777.768656716416
96014,4069472,237,17170.767932489453
96015,6705199,364,18420.876373626375
96016,7829923,399,19623.867167919798
96017,2050223,169,12131.497041420118
96019,192308328,10491,18330.790963683157
96020,66543558,2407,27645.848774407976
96021,280357916,17123,16373.177363779712
96022,418145935,16528,25299.245825266215
96023,13678230,1102,12412.186932849365
96024,15824472,859,18421.9697322468
96025,33421977,2225,15021.113258426967
96027,48810488,1953,24992.56938044035
96028,31740390,1679,18904.34187016081
96029,3319690,138,24055.72463768116
96031,1313915,118,11134.872881355932
96032,50159106,2593,19344.04396451986
96033,5726874,429,13349.356643356643
96034,4462940,345,12936.057971014492
96035,52191986,3175,16438.420787401574
96037,9002810,312,28855.160256410258
96038,11833728,586,20194.07508532423
96039,13142736,1037,12673.805207328833
96040,5168501,283,18263.254416961132
96041,35160477,5574,6307.943487621098
96044,14761000,1015,14542.857142857143
96046,1835068,304,6036.4078947368425
96047,16675722,888,18778.966216216217
96048,11679054,698,16732.16905444126
96050,5554501,476,11669.11974789916
96051,26949405,1136,23723.06778169014
96052,20619404,1498,13764.622162883845
96054,4156803,288,14433.34375
96055,125971226,3951,31883.37787901797
96056,34076245,1444,23598.507617728534
96057,24736089,1202,20579.10898502496
96058,10780729,659,16359.224582701063
96059,8850247,572,15472.45979020979
96061,1944926,90,21610.28888888889
96062,37539538,994,37766.134808853116
96063,2668215,125,21345.72
96064,74871056,4387,17066.573056758603
96065,6851470,409,16751.760391198044
96067,228050407,7145,31917.481735479356
96068,680665,185,3679.2702702702704
96069,22243706,1052,21144.2072243346
96071,2444159,127,19245.346456692914
96073,216420543,4614,46905.18920676203
96074,2287615,312,7332.099358974359
96075,2663173,427,6236.939110070258
96076,3362666,276,12183.572463768116
96078,6169104,57,108229.8947368421
96080,731651705,29672,24657.984126449177
96084,9775632,515,18981.809708737863
96085,1785536,63,28341.84126984127
96086,3473477,300,11578.256666666666
96087,20881749,547,38175.04387568556
96088,100391155,4781,20997.940807362476
96090,9178571,451,20351.59866962306
96091,13141817,574,22895.15156794425
96092,11129755,419,26562.66109785203
96093,124288297,4140,30021.327777777777
96094,157443042,6908,22791.407353792703
96096,13446069,763,17622.633027522937
96097,220188825,10131,21734.16493929523
96101,95442279,5238,18221.130011454752
96103,54775076,1611,34000.667908131596
96104,11211481,613,18289.52854812398
96105,10290006,568,18116.207746478874
96106,19715336,522,37768.84291187739
96107,15401304,1100,14001.185454545455
96108,1408405,129,10917.868217054263
96109,14156936,888,15942.495495495496
96110,1822229,101,18041.871287128713
96111,1328301,80,16603.7625
96112,2122910,219,9693.65296803653
96113,18041555,1898,9505.561116965226
96114,87285636,3101,28147.576910673975
96115,1324653,169,7838.183431952662
96116,2434081,150,16227.206666666667
96117,7223565,337,21434.910979228487
96118,32772340,1447,22648.472702142364
96119,841097,82,10257.280487804877
96120,24731878,955,25897.25445026178
96121,10102524,334,30247.077844311378
96122,83031617,4070,20400.888697788698
96123,1005619,100,10056.19
96124,10381624,343,30267.125364431486
96125,6280836,291,21583.628865979383
96126,6516214,273,23868.915750915752
96128,16044840,535,29990.355140186915
96129,5421504,266,20381.593984962405
96130,361502038,22121,16342.029655078884
96133,2059594,175,11769.108571428571
96134,38197516,2028,18835.067061143985
96135,2076066,82,25317.878048780487
96136,1239140,116,10682.241379310344
96137,69621384,3265,21323.547932618683
96140,67791910,1115,60799.91928251121
96141,34654973,600,57758.28833333333
96142,33419689,973,34347.05960945529
96143,95941952,3965,24197.213619167716
96145,252164913,3189,79073.34995296331
96146,74843034,1194,62682.608040201005
96148,31372057,993,31593.20946626385
96150,637773852,29518,21606.269123924387
96155,30014685,8,3751835.625
96161,936146891,19651,47638.638797007785
